epoch,train_loss,val_loss,val_f1
1,0.03060409386868324,0.011347087429866119,0.9692345437975541
2,0.012441177607166995,0.010214256443777662,0.9732002696038836
3,0.010688204954793735,0.0088713288860437,0.9751457399242213
4,0.009701347281443326,0.008339229933264565,0.9776338496219542
5,0.009231738769345495,0.009653311680141137,0.9756480301840977
6,0.00884173455124798,0.00894833774331177,0.9766690300419718
7,0.008510092637688592,0.007307338199848923,0.9832978006618106
8,0.00835565968228648,0.008726256520234982,0.9769432436298435
9,0.008079750155420617,0.008012510132358043,0.9789239288612112
10,0.007918779325565561,0.0072219768752869755,0.9806919938907667
11,0.007590737900861831,0.006469490290322348,0.9840716433674894
12,0.007459309156531527,0.00887086988565873,0.9751343240209343
13,0.007657861293453898,0.008048705974779002,0.974722344332086
14,0.007643508057536199,0.009597467196591663,0.9768124775621635
15,0.007428380143043544,0.006625284575573179,0.9847106510200587
16,0.007267032640929073,0.005937476686502657,0.9866644017267405
17,0.0066104229767306455,0.00736299975229874,0.9813589495967546
18,0.007139589627907107,0.007713790870158414,0.9794529809515711
19,0.007416184542992496,0.006631912358987555,0.9832851240259457
20,0.007209269799887797,0.006421600370588025,0.981226951299188
21,0.006721547071933036,0.006091932017002685,0.9853258501728404
22,0.005967293238427592,0.006588577240304467,0.9844408730006157
23,0.005753626494552941,0.005567027450464315,0.9860305318740344
24,0.006052221992241584,0.005667107463457951,0.987206054494166
25,0.005818574275867938,0.005120196178918413,0.9893350911480642
26,0.005616986577668319,0.004891388588992012,0.9878165934568843
27,0.005551595980618715,0.005622730471019133,0.9861455695907141
28,0.005551054797865971,0.00486422515182069,0.9875101961095453
29,0.005492322819207629,0.005592678716240151,0.9849419106252448
30,0.005375829628023252,0.005012006010355465,0.9866073916971494
31,0.006300721007731774,0.007506116372079027,0.9796206113833464
32,0.007031528879836111,0.006951634708426755,0.9803273536956387
33,0.006780805328613383,0.007415114926396406,0.9802245638034282
34,0.006638009757006863,0.006373960718646091,0.9858199417488384
35,0.006661674516261548,0.006891046143703868,0.9807318160862177
36,0.006691004938112607,0.007825378599860643,0.9797553780491022
37,0.006356359676693219,0.007729911213463412,0.9831357529106741
38,0.00624888136390124,0.006296773624513862,0.983282987517683
39,0.006162040908117897,0.0060572487025514965,0.984850882650066
40,0.0060080274630712905,0.00909746204159312,0.9801018839961645
41,0.00645456871283654,0.011079046107908629,0.977560976408318
42,0.006692857529559873,0.00668179580103296,0.98210155521066
43,0.006307447053304598,0.007756444867011812,0.9796960392359754
44,0.006597282344707603,0.00781291505483005,0.9787677217671154
45,0.006596020245602911,0.00804249494847806,0.9792227799985906
46,0.0067583862030980565,0.008734140953450606,0.9799920691356425
47,0.006787125039360097,0.008108664511517986,0.9789795684116283
48,0.006879599565381214,0.0067908823839040915,0.9809503721016265
49,0.006474388344505275,0.007155335655223829,0.9806707909246313
50,0.006193412527633121,0.006521764050402878,0.9839713473048026
51,0.005855308194079987,0.005267226668202611,0.9873460035673626
52,0.005736908151637216,0.006176092733224327,0.9839179155316512
53,0.006178336053036287,0.0069209319715876835,0.9812556556537223
54,0.006444397339052534,0.00653054518548897,0.9828335034077292
55,0.006325103430274329,0.006228205897377689,0.9829689249695891
56,0.006188207712309759,0.008131541989792887,0.9833179685142442
57,0.005863546492072732,0.006567691421273116,0.9833118930299634
58,0.005827650304753237,0.007974500157128686,0.9784377764001184
59,0.0056558813113733114,0.006402059687390024,0.9835494979153568
60,0.005514111935420584,0.005776110361956706,0.9841616017007537
61,0.006242393077021898,0.00840092108219622,0.9789340490486281
62,0.006561580094191209,0.006310567353989163,0.9816304212488884
63,0.006363416286077996,0.006819779901519955,0.9826868520511349
64,0.006358117677282098,0.005859594063085718,0.9857572323696753
65,0.006440652302251335,0.008584391304865545,0.9831569220436082
66,0.006532421664887884,0.007664204762302482,0.98186156387041
67,0.006375464587385158,0.006974172521209849,0.9843024414745304
68,0.0062470300248336445,0.00709779162036683,0.9834853679962988
69,0.006101028041109982,0.0051869379222676155,0.9913529143178902
70,0.005931118884990171,0.006349327489670281,0.984226262256309
71,0.006029091601254467,0.006216632983084902,0.9826512109286395
72,0.005910578431582479,0.005691529056815681,0.9872470785783056
73,0.005809568305442329,0.00458656133493167,0.9896629978958289
74,0.005820493788402403,0.004543591998273601,0.9915307896091783
75,0.005676863028917131,0.0050666544657433235,0.9919649529305699
76,0.0055492804913781675,0.004227225042041259,0.9912078785963072
77,0.005308265121113872,0.004843111117583545,0.9879969011028565
78,0.005176707155689065,0.005807350904756478,0.9870001149930779
79,0.0051720114979484765,0.005401839625481977,0.9862025606036882
80,0.005255538973322634,0.004108696602616215,0.9923949918092012
81,0.005160141188828177,0.004010588339401437,0.9912651698752365
82,0.0050602085086517545,0.004616030430345635,0.9917206216958951
83,0.0050441359289735066,0.003936910306897764,0.9926073058451431
84,0.004926387062569781,0.0041412392077618135,0.9912839586518594
85,0.004987123480730611,0.0041029596092311185,0.9899141359410345
86,0.005032361946757814,0.004106449962078972,0.9911920678442229
87,0.004943269240854996,0.0042868193595745506,0.9916309830407392
88,0.005001631572050265,0.004950937367288943,0.9885106995648608
89,0.004737212246967876,0.0038840403682370204,0.9905237275427172
90,0.005044756903513651,0.00464907849509119,0.9874895647024945
91,0.0047984864572507245,0.003936855535577915,0.9926999908425207
92,0.004691139573521049,0.004534704191471419,0.9887713602789446
93,0.004812132183991972,0.0036566489557245574,0.99311377139378
94,0.0046325386567157715,0.0037658242698216,0.990876243818529
95,0.004731838562878868,0.004264810603549457,0.9907152106223003
96,0.0046825446055548375,0.004416083714086496,0.9879140474915973
97,0.004666002181434378,0.003669982426671904,0.9936501956513872
98,0.004624472277392751,0.0037133427939747637,0.9927498437703539
99,0.004527234521740451,0.0038772635440992467,0.9899555311141178
100,0.004541160889992412,0.003999458817726524,0.9911066951817535
101,0.004613899540428894,0.004107887212345699,0.991568920506106
102,0.00451340400407532,0.004266296877006837,0.9923043083567759
103,0.004504158664717961,0.004079890063121717,0.9911356508090619
104,0.004474165678129603,0.0033568543053867786,0.994113104129568
105,0.004433074434170689,0.0038589985356872513,0.9915266180450029
106,0.004455830375568679,0.004142386090523597,0.9890430316582478
107,0.004487295404331067,0.004460950815269804,0.9881200781565836
108,0.004561294136389618,0.0033719167275770103,0.9940682629888563
109,0.004442189280426041,0.00396125691143839,0.9901555123823258
110,0.004498922117093265,0.0035443449158824385,0.9925330639149472
111,0.004405132974001619,0.0043878371929934575,0.9902254119843104
112,0.0043185032884193114,0.005013181873231441,0.9874086233313433
113,0.004352214141343157,0.003748202919532175,0.9904943765435358
114,0.004331711292959866,0.003996763980621608,0.9901012612160653
115,0.0044016394203203685,0.0037547700950242018,0.9899855241869283
116,0.0043317837513770835,0.0034389963658810027,0.9942129862705726
117,0.004330241033838847,0.005270422776679844,0.9886473223925395
118,0.004379578363596543,0.004494026094849432,0.9890232667376112
119,0.004377105085621722,0.0038382833819366855,0.9917627367601055
120,0.005922277552598198,0.005969364676660777,0.9843490000141716
121,0.005576751171158456,0.004575415109090683,0.9926310482871125
122,0.005045902836196977,0.00401048412261492,0.9930772124321949
123,0.004740665670599171,0.0042027258476174025,0.9923567113311886
124,0.005110015452842677,0.00447979598186696,0.9896973411285577
125,0.005054418510330949,0.004959670769532538,0.9911768042209753
126,0.005044975812400238,0.00452946835204413,0.9902427726114394
127,0.004935593991177336,0.0052312154585125925,0.9902105618781003
128,0.005049183514152,0.004472987311285543,0.9911704691801628
129,0.004984562821412921,0.0047832177351076555,0.9897079931522693
130,0.004905629757147726,0.005170982437982553,0.98803574635892
131,0.00478253854811127,0.004976558542012686,0.9886073931379554
132,0.004684738246992557,0.00431829400297752,0.9916598791042125
