epoch,train_loss,val_loss,val_f1
1,0.2524880572715835,0.08098657333820106,0.9551058292209396
2,0.07207809173281904,0.05172702655695951,0.9658189793650019
3,0.05192375841666413,0.04221073322428387,0.9691117903398215
4,0.043412760285263995,0.03678282228791777,0.9744839293952826
5,0.03681569732503833,0.031863720951914955,0.9799928334116923
6,0.03236499870845452,0.02702513554250468,0.980100097555821
7,0.027256817940055533,0.02243414385956558,0.981321934624373
8,0.023225276339499754,0.018532999580987367,0.9822916968446967
9,0.020085612212894195,0.016320780453244994,0.9888342765845131
10,0.018931477184430147,0.014907720365483365,0.9898536328811726
11,0.016993553075502495,0.013713490688113566,0.9902781788126962
12,0.016426123355613814,0.013465513640138265,0.9895900121979987
13,0.014387519772867405,0.01228312935667583,0.9916239219923458
14,0.015086601318439976,0.012400101925893112,0.9923650598405492
15,0.013651089570247557,0.011767352346976283,0.9921876330041828
16,0.013590447557064324,0.011826220324873262,0.9918989621980668
17,0.01283017316739618,0.011062687914282538,0.9927607839065108
18,0.013244253087002953,0.011259304910105688,0.9922545457651623
19,0.011995242244713149,0.011193593171238308,0.9918738468045194
20,0.011394408171821632,0.010850502175781125,0.9927697808409198
21,0.011405862458819114,0.01128233095413282,0.9918706262296481
22,0.011255768722684334,0.010622677079539233,0.9931694207700176
23,0.011198395431983576,0.011098990324344232,0.9928929168901569
24,0.010190397007237454,0.010429373258877472,0.9929781185232676
25,0.010265147415497848,0.010766846700204604,0.9927420375809257
26,0.010627282242966942,0.010796999507129937,0.9927292426718163
27,0.010521132603774151,0.010079457219168884,0.9924129892346409
28,0.009343315394217117,0.009779478028035159,0.9935690741882143
29,0.009228181505162143,0.009971856069034895,0.9923368551178124
30,0.009777096468688394,0.01055567112455034,0.9927190928055146
31,0.009766778086762528,0.01029136884668489,0.9931096002253349
32,0.009590106846967619,0.010411247919774004,0.9928756281571253
33,0.00890550436756989,0.009933965046370542,0.9936227721093791
34,0.009174737761229259,0.010143238683823533,0.9926464799397081
35,0.008858239406834025,0.009550611506374991,0.9934112796705267
36,0.009122211509897098,0.009825446862985416,0.9935613561451766
37,0.00848930947344708,0.0093633924604444,0.993914915828322
38,0.008206668678496648,0.009631424291067876,0.9938115111537226
39,0.008886760506593393,0.010247407339499994,0.9920342441990463
40,0.008945276616682731,0.009441043286155344,0.9934544038602992
41,0.008230843347689315,0.009807747296100336,0.9933653247740722
42,0.007946736092240617,0.00927334823029267,0.9937738085280831
43,0.008466639897035146,0.009056187527689297,0.993543280894389
44,0.008155867239760872,0.009353481959547875,0.9943346824958048
45,0.00793707654110039,0.0092050299239161,0.9935219109864666
